"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"XhuFAkPf","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","XhuFAkPf",116,10817,10618,0.981603032264029,"Unknown"
"xoyakeVe","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","xoyakeVe",609,63995,32956,0.514977732635362,"Endothelial cells"
"xRMBAGHF","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","xRMBAGHF",1466,114044,31155,0.273184034232402,"Endothelial cells"
"xseu4mke","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","xseu4mke",3171,523990,14503,0.0276780091223115,"Fibroblasts"
"YS9xYJU3","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","YS9xYJU3",134,13609,13471,0.98985965170108,"Unknown"
"YvH2PqO2","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","YvH2PqO2",206,88140,9901,0.112332652598139,"Erythroid-like and erythroid precursor cells"
"yVyTNWa8","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","yVyTNWa8",176,12408,11900,0.959058671824629,"Unknown"
"Z1lqJ87g","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","Z1lqJ87g",113,11687,11408,0.976127320954907,"Unknown"
"zmqtqQrD","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","zmqtqQrD",3137,176256,9253,0.0524975036310821,"Macrophages"
"0jTWTxNJ","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","0jTWTxNJ",2134,176051,21565,0.122492913985152,"Endothelial cells"
"1gl0H97o","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","1gl0H97o",5506,505518,14915,0.0295043895568506,"Fibroblasts"
"1lqIgoJT","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","1lqIgoJT",3455,288168,11159,0.0387239388134699,"Macrophages"
"1oia41iL","SRA653146","SRS2874273","Mus musculus","SMART-seq2","Heart","1oia41iL",2803,163308,2220,0.0135939451833346,"Fibroblasts"
