"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"150J8upg","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","150J8upg",3916,158851,4861,0.0306010034560689,"Fibroblasts"
"1doDbcoo","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","1doDbcoo",3794,185171,4720,0.0254899525303638,"Fibroblasts"
"1IvTKWnO","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","1IvTKWnO",4231,167845,4649,0.0276981739104531,"Unknown"
"1TrcDvbi","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","1TrcDvbi",6644,377913,4447,0.0117672586018475,"Fibroblasts"
"20Ai7FB7","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","20Ai7FB7",3949,541743,7716,0.0142429159213871,"Macrophages"
"2QdpDJcX","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","2QdpDJcX",4045,252058,5207,0.0206579438065842,"Fibroblasts"
"2uPqV4Nr","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","2uPqV4Nr",4705,392470,7640,0.0194664560348562,"Fibroblasts"
"3M0T7NMS","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","3M0T7NMS",2655,188223,2293,0.0121823581602673,"Macrophages"
"3nu9R6JH","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","3nu9R6JH",3906,241545,2560,0.0105984392142251,"Fibroblasts"
"3P9kRGKs","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","3P9kRGKs",3349,293448,5724,0.0195060112864971,"Macrophages"
"3yHT2JSN","SRA653146","SRS2874285","Mus musculus","SMART-seq2","Trachea","3yHT2JSN",4151,260623,4382,0.0168135582815024,"Fibroblasts"
