"","SRA","SRS","SP","PROTOCOL","TISSUE","CELL","NGENES","TOTALCOUNT","MTCOUNT","MTRATIO","CT"
"0955433a","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0955433a",4798,75771,2415,0.0318723522191868,"Unknown"
"09ab23df","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","09ab23df",6588,206334,10281,0.0498269795574166,"Unknown"
"09c57a54","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","09c57a54",5283,173469,7211,0.0415693870374534,"Unknown"
"0a683dea","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0a683dea",5456,119722,4549,0.0379963582298993,"Unknown"
"0a8aadf8","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0a8aadf8",3735,34123,4161,0.121941212671805,"Unknown"
"0aa79c7b","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0aa79c7b",4871,54632,5117,0.0936630546200029,"Endothelial cells"
"0ab6923d","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0ab6923d",1359,10379,5915,0.569900761152327,"Unknown"
"0ab78cee","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0ab78cee",6230,257272,8539,0.0331905531888429,"Unknown"
"0ace9473","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0ace9473",5588,169987,21692,0.127609758393289,"Unknown"
"0add1291","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0add1291",5028,153809,7056,0.0458750788315378,"Unknown"
"0ae653d1","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0ae653d1",5817,147761,5788,0.0391713645684585,"Unknown"
"0b05127a","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0b05127a",5461,160637,10794,0.067194979985931,"Unknown"
"0b526e03","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0b526e03",6109,149746,4086,0.0272862046398568,"Endothelial cells"
"0b708f01","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0b708f01",1397,30257,19448,0.642760352976171,"Unknown"
"0bda7220","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0bda7220",3714,44751,1967,0.0439543250430158,"Unknown"
"0bdce8fd","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0bdce8fd",2816,73471,14716,0.200296715710961,"Unknown"
"0be92d3b","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0be92d3b",5891,218531,12238,0.0560012080665901,"Unknown"
"0bf98f0d","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0bf98f0d",4451,125420,4118,0.0328336788391006,"Unknown"
"0c121930","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c121930",1685,29190,16358,0.560397396368619,"Unknown"
"0c4699f2","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c4699f2",5413,92956,2607,0.0280455269159602,"Unknown"
"0c489be6","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c489be6",4407,135847,4876,0.0358933211627787,"Unknown"
"0c62df53","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c62df53",5718,112709,4976,0.044149091909253,"Unknown"
"0c667534","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c667534",4897,170411,3816,0.0223929206447941,"Unknown"
"0c81b70a","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0c81b70a",6387,386131,24491,0.0634266609000572,"Unknown"
"0cd781f0","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0cd781f0",7244,341497,51901,0.151980837313359,"Unknown"
"0d63c4f9","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0d63c4f9",5350,172504,16866,0.0977716458748783,"Unknown"
"0d65b539","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0d65b539",3358,109231,16722,0.15308840896815,"Unknown"
"0d7d0c46","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0d7d0c46",3514,87242,4525,0.0518672199170125,"Unknown"
"0d843f08","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0d843f08",3849,36283,2262,0.0623432461483339,"Unknown"
"0d8f4316","SRA615504","SRS2553349","Mus musculus","C1 Fluidigm","Kidney","0d8f4316",5682,162850,7640,0.0469143383481732,"Unknown"
